Wall time,Step,Value
1578387626.558875,0,1959.72998046875
1578388432.978057,1,2087.08642578125
1578389122.530108,2,1652.8612060546875
1578389814.247958,3,2303.209228515625
1578390656.688423,4,1833.798583984375
1578391512.664432,5,955.1015625
1578392394.850256,6,1035.5947265625
1578393249.347321,7,969.5787963867188
1578394083.598954,8,908.5344848632812
1578394914.185218,9,986.2073364257812
