Wall time,Step,Value
1578515312.778047,0,941.6060791015625
1578515343.623255,1,902.244873046875
1578515375.178638,2,518.8782958984375
1578515407.381236,3,483.25048828125
1578515439.016023,4,324.3521423339844
1578515471.149882,5,434.7976989746094
1578515505.384815,6,383.71282958984375
1578515537.889156,7,399.7491455078125
1578515570.690991,8,690.9566650390625
1578515603.527614,9,615.6598510742188
