Wall time,Step,Value
1578399187.460547,0,44.11052703857422
1578399512.076543,1,38.98942947387695
1578399815.293658,2,2217.16162109375
1578400129.957696,3,28.29680061340332
1578400439.011431,4,39.808109283447266
1578400744.636979,5,22.955825805664062
1578401057.075571,6,21.91798973083496
1578401353.182179,7,27.378467559814453
1578401654.017736,8,17.032224655151367
1578401951.372135,9,39.30375289916992
