Wall time,Step,Value
1578468942.34229,0,630.2371215820312
1578468978.353166,1,285.3569641113281
1578469016.731626,2,299.5097961425781
1578469053.43214,3,136.57322692871094
1578469090.752399,4,142.12405395507812
1578469129.583129,5,108.68965148925781
1578469167.106344,6,89.64949798583984
1578469207.057297,7,70.04177856445312
1578469244.197747,8,60.17019271850586
1578469282.775062,9,68.380126953125
