Wall time,Step,Value
1578337765.557367,0,39.80576705932617
1578338110.69629,1,24.801923751831055
1578338381.822082,2,20.344200134277344
1578338644.429324,3,14.47883415222168
1578338910.555786,4,13.098406791687012
1578339187.101264,5,12.821044921875
1578339460.179265,6,11.945655822753906
1578339726.999378,7,11.594522476196289
1578339989.343373,8,11.106703758239746
1578340253.358896,9,11.149810791015625
