Wall time,Step,Value
1578514363.908197,0,266.9544982910156
1578514403.025384,1,46.33747863769531
1578514442.726882,2,38.17292022705078
1578514483.161906,3,47.72892379760742
1578514523.35639,4,30.674365997314453
1578514563.979812,5,27.85414695739746
1578514607.170185,6,25.05994415283203
1578514646.483294,7,19.040796279907227
1578514681.729762,8,21.92192268371582
1578514717.586489,9,21.029651641845703
