Wall time,Step,Value
1578522754.515702,0,65.00994873046875
1578523021.614397,1,49.51545333862305
1578523273.518495,2,48.77493667602539
1578523517.357024,3,51.252803802490234
1578523756.68157,4,53.76056671142578
1578523999.826983,5,51.01823043823242
1578524244.852623,6,56.42151641845703
1578524487.761724,7,61.96044921875
1578524730.021847,8,53.13977813720703
1578524972.962669,9,53.331695556640625
