Date;Close
29.04.1986;1825.890015
30.04.1986;1783.97998
01.05.1986;1777.780029
02.05.1986;1774.680054
05.05.1986;1793.77002
06.05.1986;1787.949951
07.05.1986;1775.300049
08.05.1986;1786.209961
09.05.1986;1789.430054
12.05.1986;1787.329956
13.05.1986;1785.339966
14.05.1986;1808.280029
15.05.1986;1774.680054
16.05.1986;1759.800049
19.05.1986;1758.180054
20.05.1986;1783.97998
21.05.1986;1775.170044
22.05.1986;1806.300049
23.05.1986;1823.290039
27.05.1986;1853.030029
28.05.1986;1878.280029
29.05.1986;1882.349976
30.05.1986;1876.709961
02.06.1986;1861.949951
03.06.1986;1870.430054
04.06.1986;1863.290039
05.06.1986;1879.439941
06.06.1986;1885.900024
09.06.1986;1840.150024
10.06.1986;1837.189941
11.06.1986;1846.069946
12.06.1986;1838.130005
13.06.1986;1874.189941
16.06.1986;1871.77002
17.06.1986;1865.780029
18.06.1986;1868.939941
19.06.1986;1855.859985
20.06.1986;1879.540039
23.06.1986;1864.26001
24.06.1986;1875.550049
25.06.1986;1885.050049
26.06.1986;1880.199951
27.06.1986;1885.26001
30.06.1986;1892.719971
01.07.1986;1903.540039
02.07.1986;1909.030029
03.07.1986;1900.869995
07.07.1986;1838.859985
08.07.1986;1820.72998
09.07.1986;1826.069946
10.07.1986;1831.829956
11.07.1986;1821.430054
14.07.1986;1793.449951
15.07.1986;1768.699951
16.07.1986;1774.180054
17.07.1986;1781.780029
18.07.1986;1777.97998
21.07.1986;1779.109985
22.07.1986;1795.130005
23.07.1986;1798.369995
24.07.1986;1791.619995
25.07.1986;1810.040039
28.07.1986;1773.900024
29.07.1986;1766.869995
30.07.1986;1779.390015
31.07.1986;1775.310059
01.08.1986;1763.640015
04.08.1986;1769.969971
05.08.1986;1777
06.08.1986;1779.530029
07.08.1986;1786.280029
08.08.1986;1782.619995
11.08.1986;1811.160034
12.08.1986;1835.48999
13.08.1986;1844.48999
14.08.1986;1844.910034
15.08.1986;1855.599976
18.08.1986;1869.52002
19.08.1986;1862.910034
20.08.1986;1881.329956
21.08.1986;1881.189941
22.08.1986;1887.800049
25.08.1986;1871.77002
26.08.1986;1904.25
27.08.1986;1904.530029
28.08.1986;1900.170044
29.08.1986;1898.339966
02.09.1986;1870.359985
03.09.1986;1881.329956
04.09.1986;1919.709961
05.09.1986;1899.75
08.09.1986;1888.640015
09.09.1986;1884.140015
10.09.1986;1879.5
11.09.1986;1792.890015
12.09.1986;1758.719971
15.09.1986;1767.579956
16.09.1986;1778.540039
17.09.1986;1769.400024
18.09.1986;1774.180054
19.09.1986;1762.650024
22.09.1986;1793.449951
23.09.1986;1797.810059
24.09.1986;1803.290039
25.09.1986;1768.560059
26.09.1986;1769.689941
29.09.1986;1755.199951
30.09.1986;1767.579956
01.10.1986;1782.900024
02.10.1986;1781.209961
03.10.1986;1774.180054
06.10.1986;1784.449951
07.10.1986;1784.449951
08.10.1986;1803.849976
09.10.1986;1796.819946
10.10.1986;1793.170044
13.10.1986;1798.369995
14.10.1986;1800.199951
15.10.1986;1831.689941
16.10.1986;1836.189941
17.10.1986;1837.040039
20.10.1986;1811.02002
21.10.1986;1805.680054
22.10.1986;1808.349976
23.10.1986;1834.930054
24.10.1986;1832.359985
27.10.1986;1841.819946
28.10.1986;1845.469971
29.10.1986;1851.800049
30.10.1986;1878.369995
31.10.1986;1877.709961
03.11.1986;1894.26001
04.11.1986;1892.439941
05.11.1986;1899.040039
06.11.1986;1891.589966
07.11.1986;1886.530029
10.11.1986;1892.290039
11.11.1986;1895.949951
12.11.1986;1893.699951
13.11.1986;1862.199951
14.11.1986;1873.589966
17.11.1986;1860.52002
18.11.1986;1817.209961
19.11.1986;1826.630005
20.11.1986;1860.660034
21.11.1986;1893.560059
24.11.1986;1906.069946
25.11.1986;1912.119995
26.11.1986;1916.76001
28.11.1986;1914.22998
01.12.1986;1912.540039
02.12.1986;1955.569946
03.12.1986;1947.27002
04.12.1986;1939.680054
05.12.1986;1925.060059
08.12.1986;1930.26001
09.12.1986;1916.900024
10.12.1986;1932.930054
11.12.1986;1923.650024
12.12.1986;1912.26001
15.12.1986;1922.810059
16.12.1986;1936.160034
17.12.1986;1918.310059
18.12.1986;1912.819946
19.12.1986;1928.849976
22.12.1986;1926.180054
23.12.1986;1914.369995
24.12.1986;1926.880005
26.12.1986;1930.400024
29.12.1986;1912.119995
30.12.1986;1908.609985
31.12.1986;1895.949951
02.01.1987;1927.310059
05.01.1987;1971.319946
06.01.1987;1974.829956
07.01.1987;1993.949951
08.01.1987;2002.25
09.01.1987;2005.910034
12.01.1987;2009.420044
13.01.1987;2012.939941
14.01.1987;2035.01001
15.01.1987;2070.72998
16.01.1987;2076.629883
19.01.1987;2102.5
20.01.1987;2104.469971
21.01.1987;2094.070068
22.01.1987;2145.669922
23.01.1987;2101.52002
26.01.1987;2107.280029
27.01.1987;2150.449951
28.01.1987;2163.389893
29.01.1987;2160.01001
30.01.1987;2158.040039
02.02.1987;2179.419922
03.02.1987;2168.449951
04.02.1987;2191.22998
05.02.1987;2201.48999
06.02.1987;2186.870117
09.02.1987;2176.73999
10.02.1987;2158.040039
11.02.1987;2171.959961
12.02.1987;2165.780029
13.02.1987;2183.350098
17.02.1987;2237.48999
18.02.1987;2237.629883
19.02.1987;2244.090088
20.02.1987;2235.23999
23.02.1987;2216.540039
24.02.1987;2223.280029
25.02.1987;2226.23999
26.02.1987;2216.679932
27.02.1987;2223.98999
02.03.1987;2220.469971
03.03.1987;2226.52002
04.03.1987;2257.449951
05.03.1987;2276.429932
06.03.1987;2280.22998
09.03.1987;2260.120117
10.03.1987;2280.090088
11.03.1987;2268.97998
12.03.1987;2267.340088
13.03.1987;2258.659912
16.03.1987;2248.439941
17.03.1987;2284.800049
18.03.1987;2286.929932
19.03.1987;2299.570068
20.03.1987;2333.52002
23.03.1987;2363.780029
24.03.1987;2369.179932
25.03.1987;2363.48999
26.03.1987;2372.590088
27.03.1987;2335.800049
30.03.1987;2278.409912
31.03.1987;2304.689941
01.04.1987;2316.050049
02.04.1987;2320.449951
03.04.1987;2390.340088
06.04.1987;2405.540039
07.04.1987;2360.939941
08.04.1987;2372.159912
09.04.1987;2339.199951
10.04.1987;2338.780029
13.04.1987;2287.070068
14.04.1987;2252.97998
15.04.1987;2282.949951
16.04.1987;2275.98999
20.04.1987;2270.600098
21.04.1987;2337.070068
22.04.1987;2285.939941
23.04.1987;2280.969971
24.04.1987;2235.370117
27.04.1987;2230.540039
28.04.1987;2231.959961
29.04.1987;2254.26001
30.04.1987;2286.360107
01.05.1987;2280.399902
04.05.1987;2286.219971
05.05.1987;2338.070068
06.05.1987;2342.189941
07.05.1987;2334.659912
08.05.1987;2322.300049
11.05.1987;2307.300049
12.05.1987;2322.600098
13.05.1987;2329.679932
14.05.1987;2325.48999
15.05.1987;2272.52002
18.05.1987;2258.659912
19.05.1987;2221.280029
20.05.1987;2215.870117
21.05.1987;2225.77002
22.05.1987;2243.199951
26.05.1987;2297.939941
27.05.1987;2295.810059
28.05.1987;2310.679932
29.05.1987;2291.570068
01.06.1987;2288.22998
02.06.1987;2278.219971
03.06.1987;2320.689941
04.06.1987;2337.080078
05.06.1987;2326.149902
08.06.1987;2351.639893
09.06.1987;2352.699951
10.06.1987;2353.610107
11.06.1987;2360.129883
12.06.1987;2377.72998
15.06.1987;2391.540039
16.06.1987;2407.350098
17.06.1987;2407.350098
18.06.1987;2408.129883
19.06.1987;2420.850098
22.06.1987;2445.51001
23.06.1987;2439.72998
24.06.1987;2428.409912
25.06.1987;2451.050049
26.06.1987;2436.860107
29.06.1987;2446.909912
30.06.1987;2418.530029
01.07.1987;2409.76001
02.07.1987;2436.699951
06.07.1987;2429.530029
07.07.1987;2449.780029
08.07.1987;2463.969971
09.07.1987;2451.209961
10.07.1987;2455.98999
13.07.1987;2452.969971
14.07.1987;2481.350098
15.07.1987;2483.73999
16.07.1987;2496.969971
17.07.1987;2510.040039
20.07.1987;2487.820068
21.07.1987;2467.949951
22.07.1987;2470.179932
23.07.1987;2471.939941
24.07.1987;2485.330078
27.07.1987;2493.939941
28.07.1987;2519.77002
29.07.1987;2539.540039
30.07.1987;2567.439941
31.07.1987;2572.070068
03.08.1987;2557.080078
04.08.1987;2546.719971
05.08.1987;2566.649902
06.08.1987;2594.22998
07.08.1987;2592
10.08.1987;2635.840088
11.08.1987;2680.47998
12.08.1987;2669.320068
13.08.1987;2691.48999
14.08.1987;2685.429932
17.08.1987;2700.570068
18.08.1987;2654.659912
19.08.1987;2665.820068
20.08.1987;2706.790039
21.08.1987;2709.5
24.08.1987;2697.070068
25.08.1987;2722.419922
26.08.1987;2701.850098
27.08.1987;2675.060059
28.08.1987;2639.350098
31.08.1987;2662.949951
01.09.1987;2610.969971
02.09.1987;2602.040039
03.09.1987;2599.48999
04.09.1987;2561.379883
08.09.1987;2545.120117
09.09.1987;2549.27002
10.09.1987;2576.050049
11.09.1987;2608.73999
14.09.1987;2613.040039
15.09.1987;2566.580078
16.09.1987;2530.189941
17.09.1987;2527.899902
18.09.1987;2524.639893
21.09.1987;2492.820068
22.09.1987;2568.050049
23.09.1987;2585.669922
24.09.1987;2566.419922
25.09.1987;2570.169922
28.09.1987;2601.5
29.09.1987;2590.570068
30.09.1987;2596.280029
01.10.1987;2639.199951
02.10.1987;2640.98999
05.10.1987;2640.179932
06.10.1987;2548.629883
07.10.1987;2551.080078
08.10.1987;2516.639893
09.10.1987;2482.209961
12.10.1987;2471.439941
13.10.1987;2508.159912
14.10.1987;2412.699951
15.10.1987;2355.090088
16.10.1987;2246.72998
19.10.1987;1738.73999
20.10.1987;1841.01001
21.10.1987;2027.849976
22.10.1987;1950.430054
23.10.1987;1950.76001
26.10.1987;1793.930054
27.10.1987;1846.48999
28.10.1987;1846.819946
29.10.1987;1938.329956
30.10.1987;1993.530029
02.11.1987;2014.089966
03.11.1987;1963.530029
04.11.1987;1945.290039
05.11.1987;1985.410034
06.11.1987;1959.050049
09.11.1987;1900.199951
10.11.1987;1878.150024
11.11.1987;1899.199951
12.11.1987;1960.209961
13.11.1987;1935.01001
16.11.1987;1949.099976
17.11.1987;1922.25
18.11.1987;1939.160034
19.11.1987;1895.390015
20.11.1987;1913.630005
23.11.1987;1923.079956
24.11.1987;1963.530029
25.11.1987;1946.949951
27.11.1987;1910.47998
30.11.1987;1833.550049
01.12.1987;1842.339966
02.12.1987;1848.969971
03.12.1987;1776.530029
04.12.1987;1766.73999
07.12.1987;1812.170044
08.12.1987;1868.369995
09.12.1987;1902.52002
10.12.1987;1855.439941
11.12.1987;1867.040039
14.12.1987;1932.859985
15.12.1987;1941.47998
16.12.1987;1974.469971
17.12.1987;1924.400024
18.12.1987;1975.300049
21.12.1987;1990.380005
22.12.1987;1978.449951
23.12.1987;2005.640015
24.12.1987;1999.670044
28.12.1987;1942.969971
29.12.1987;1926.890015
30.12.1987;1950.099976
31.12.1987;1938.829956
04.01.1988;2015.25
05.01.1988;2031.5
06.01.1988;2037.800049
07.01.1988;2051.889893
08.01.1988;1911.310059
11.01.1988;1945.130005
12.01.1988;1928.550049
13.01.1988;1924.72998
14.01.1988;1916.109985
15.01.1988;1956.069946
18.01.1988;1963.859985
19.01.1988;1936.339966
20.01.1988;1879.140015
21.01.1988;1879.310059
22.01.1988;1903.51001
25.01.1988;1946.449951
26.01.1988;1920.589966
27.01.1988;1911.140015
28.01.1988;1930.040039
29.01.1988;1958.219971
01.02.1988;1944.630005
02.02.1988;1952.920044
03.02.1988;1924.569946
04.02.1988;1923.569946
05.02.1988;1910.47998
08.02.1988;1895.719971
09.02.1988;1914.459961
10.02.1988;1962.040039
11.02.1988;1961.540039
12.02.1988;1983.26001
16.02.1988;2005.969971
17.02.1988;2000.98999
18.02.1988;1986.410034
19.02.1988;2014.589966
22.02.1988;2040.290039
23.02.1988;2039.119995
24.02.1988;2039.949951
25.02.1988;2017.569946
26.02.1988;2023.209961
29.02.1988;2071.620117
01.03.1988;2070.469971
02.03.1988;2071.290039
03.03.1988;2063.48999
04.03.1988;2057.860107
07.03.1988;2056.370117
08.03.1988;2081.070068
09.03.1988;2074.27002
10.03.1988;2026.030029
11.03.1988;2034.97998
14.03.1988;2050.070068
15.03.1988;2047.410034
16.03.1988;2064.320068
17.03.1988;2086.040039
18.03.1988;2087.370117
21.03.1988;2067.139893
22.03.1988;2066.149902
23.03.1988;2067.639893
24.03.1988;2023.869995
25.03.1988;1978.949951
28.03.1988;1979.77002
29.03.1988;1998.339966
30.03.1988;1978.119995
31.03.1988;1988.060059
04.04.1988;1980.599976
05.04.1988;1997.51001
06.04.1988;2061.669922
07.04.1988;2062.169922
08.04.1988;2090.189941
11.04.1988;2095.98999
12.04.1988;2110.080078
13.04.1988;2107.100098
14.04.1988;2005.640015
15.04.1988;2013.930054
18.04.1988;2008.119995
19.04.1988;1999.5
20.04.1988;1985.410034
21.04.1988;1987.400024
22.04.1988;2015.089966
25.04.1988;2035.969971
26.04.1988;2044.76001
27.04.1988;2047.910034
28.04.1988;2041.280029
29.04.1988;2032.329956
02.05.1988;2043.27002
03.05.1988;2058.360107
04.05.1988;2036.310059
05.05.1988;2020.22998
06.05.1988;2007.459961
09.05.1988;1997.349976
10.05.1988;2003.640015
11.05.1988;1965.849976
12.05.1988;1968
13.05.1988;1990.550049
16.05.1988;2007.630005
17.05.1988;1986.410034
18.05.1988;1951.089966
19.05.1988;1958.719971
20.05.1988;1952.589966
23.05.1988;1941.47998
24.05.1988;1962.530029
25.05.1988;1961.369995
26.05.1988;1966.699951
27.05.1988;1956.439941
31.05.1988;2031.119995
01.06.1988;2064.01001
02.06.1988;2052.449951
03.06.1988;2071.310059
06.06.1988;2075.209961
07.06.1988;2054.590088
08.06.1988;2102.949951
09.06.1988;2093.350098
10.06.1988;2101.709961
13.06.1988;2099.399902
14.06.1988;2124.469971
15.06.1988;2131.399902
16.06.1988;2094.23999
17.06.1988;2104.02002
20.06.1988;2083.929932
21.06.1988;2109.169922
22.06.1988;2152.199951
23.06.1988;2148.290039
24.06.1988;2142.959961
27.06.1988;2108.459961
28.06.1988;2130.870117
29.06.1988;2121.97998
30.06.1988;2141.709961
01.07.1988;2131.580078
05.07.1988;2158.610107
06.07.1988;2130.159912
07.07.1988;2122.689941
08.07.1988;2106.149902
11.07.1988;2111.310059
12.07.1988;2092.639893
13.07.1988;2104.370117
14.07.1988;2113.620117
15.07.1988;2129.449951
18.07.1988;2117.889893
19.07.1988;2097.26001
20.07.1988;2110.600098
21.07.1988;2086.590088
22.07.1988;2060.98999
25.07.1988;2071.830078
26.07.1988;2073.969971
27.07.1988;2053.699951
28.07.1988;2082.330078
29.07.1988;2128.72998
01.08.1988;2130.51001
02.08.1988;2131.219971
03.08.1988;2134.070068
04.08.1988;2126.600098
05.08.1988;2119.129883
08.08.1988;2107.399902
09.08.1988;2079.129883
10.08.1988;2034.140015
11.08.1988;2039.300049
12.08.1988;2037.52002
15.08.1988;2004.27002
16.08.1988;2021.51001
17.08.1988;2025.959961
18.08.1988;2027.030029
19.08.1988;2016
22.08.1988;1990.219971
23.08.1988;1989.329956
24.08.1988;2026.670044
25.08.1988;2010.849976
26.08.1988;2017.430054
29.08.1988;2041.430054
30.08.1988;2038.22998
31.08.1988;2031.650024
01.09.1988;2002.310059
02.09.1988;2054.590088
06.09.1988;2065.26001
07.09.1988;2065.790039
08.09.1988;2063.120117
09.09.1988;2068.810059
12.09.1988;2072.370117
13.09.1988;2083.040039
14.09.1988;2100.639893
15.09.1988;2092.280029
16.09.1988;2098.149902
19.09.1988;2081.080078
20.09.1988;2087.47998
21.09.1988;2090.5
22.09.1988;2080.01001
23.09.1988;2090.679932
26.09.1988;2085.169922
27.09.1988;2082.330078
28.09.1988;2085.530029
29.09.1988;2119.310059
30.09.1988;2112.909912
03.10.1988;2105.26001
04.10.1988;2102.060059
05.10.1988;2106.51001
06.10.1988;2107.75
07.10.1988;2150.25
10.10.1988;2158.959961
11.10.1988;2156.469971
12.10.1988;2126.23999
13.10.1988;2133.360107
14.10.1988;2133.179932
17.10.1988;2140.469971
18.10.1988;2159.850098
19.10.1988;2137.27002
20.10.1988;2181.189941
21.10.1988;2183.5
24.10.1988;2170.340088
25.10.1988;2173.360107
26.10.1988;2165.179932
27.10.1988;2140.830078
28.10.1988;2149.889893
31.10.1988;2148.649902
01.11.1988;2150.959961
02.11.1988;2156.830078
03.11.1988;2170.340088
04.11.1988;2145.800049
07.11.1988;2124.639893
08.11.1988;2127.48999
09.11.1988;2118.23999
10.11.1988;2114.689941
11.11.1988;2067.030029
14.11.1988;2065.080078
15.11.1988;2077.169922
16.11.1988;2038.579956
17.11.1988;2052.449951
18.11.1988;2062.409912
21.11.1988;2065.969971
22.11.1988;2077.699951
23.11.1988;2092.280029
25.11.1988;2074.679932
28.11.1988;2081.439941
29.11.1988;2101.530029
30.11.1988;2114.51001
01.12.1988;2101.879883
02.12.1988;2092.280029
05.12.1988;2123.76001
06.12.1988;2149.360107
07.12.1988;2153.629883
08.12.1988;2141.709961
09.12.1988;2143.48999
12.12.1988;2139.580078
13.12.1988;2143.48999
14.12.1988;2134.25
15.12.1988;2133
16.12.1988;2150.709961
19.12.1988;2172.679932
20.12.1988;2166.070068
21.12.1988;2164.639893
22.12.1988;2160.360107
23.12.1988;2168.929932
27.12.1988;2162.679932
28.12.1988;2166.429932
29.12.1988;2182.679932
30.12.1988;2168.570068
03.01.1989;2144.639893
04.01.1989;2177.679932
05.01.1989;2190.540039
06.01.1989;2194.290039
09.01.1989;2199.459961
10.01.1989;2193.209961
11.01.1989;2206.429932
12.01.1989;2222.320068
13.01.1989;2226.070068
16.01.1989;2224.639893
17.01.1989;2214.639893
18.01.1989;2238.75
19.01.1989;2239.110107
20.01.1989;2235.360107
23.01.1989;2218.389893
24.01.1989;2256.429932
25.01.1989;2265.889893
26.01.1989;2291.070068
27.01.1989;2322.860107
30.01.1989;2324.110107
31.01.1989;2342.320068
01.02.1989;2338.209961
02.02.1989;2333.75
03.02.1989;2331.25
06.02.1989;2321.070068
07.02.1989;2347.139893
08.02.1989;2343.209961
09.02.1989;2323.040039
10.02.1989;2286.070068
13.02.1989;2282.5
14.02.1989;2281.25
15.02.1989;2303.929932
16.02.1989;2311.429932
17.02.1989;2324.820068
21.02.1989;2326.429932
22.02.1989;2283.929932
23.02.1989;2289.459961
24.02.1989;2245.540039
27.02.1989;2250.360107
28.02.1989;2258.389893
01.03.1989;2243.040039
02.03.1989;2265.709961
03.03.1989;2274.290039
06.03.1989;2294.820068
07.03.1989;2290.709961
08.03.1989;2295.540039
09.03.1989;2291.429932
10.03.1989;2282.139893
13.03.1989;2306.25
14.03.1989;2306.25
15.03.1989;2320.540039
16.03.1989;2340.709961
17.03.1989;2292.139893
20.03.1989;2262.5
21.03.1989;2266.25
22.03.1989;2263.209961
23.03.1989;2243.040039
27.03.1989;2257.860107
28.03.1989;2275.540039
29.03.1989;2281.52002
30.03.1989;2281.340088
31.03.1989;2293.620117
03.04.1989;2304.800049
04.04.1989;2298.199951
05.04.1989;2304.800049
06.04.1989;2291.969971
07.04.1989;2304.800049
10.04.1989;2301.870117
11.04.1989;2311.580078
12.04.1989;2319.649902
13.04.1989;2296
14.04.1989;2337.060059
17.04.1989;2337.790039
18.04.1989;2379.399902
19.04.1989;2386.909912
20.04.1989;2377.379883
21.04.1989;2409.459961
24.04.1989;2402.679932
25.04.1989;2386.850098
26.04.1989;2389.100098
27.04.1989;2418.98999
28.04.1989;2418.800049
01.05.1989;2414.959961
02.05.1989;2402.860107
03.05.1989;2393.699951
04.05.1989;2384.899902
05.05.1989;2381.959961
08.05.1989;2376.469971
09.05.1989;2371.330078
10.05.1989;2374.449951
11.05.1989;2382.879883
12.05.1989;2439.699951
15.05.1989;2463.889893
16.05.1989;2453.449951
17.05.1989;2462.429932
18.05.1989;2470.120117
19.05.1989;2501.100098
22.05.1989;2502.02002
23.05.1989;2478.01001
24.05.1989;2483.870117
25.05.1989;2482.590088
26.05.1989;2493.77002
30.05.1989;2475.550049
31.05.1989;2480.149902
01.06.1989;2490.629883
02.06.1989;2517.830078
05.06.1989;2480.699951
06.06.1989;2496.320068
07.06.1989;2512.320068
08.06.1989;2516.909912
09.06.1989;2513.419922
12.06.1989;2518.840088
13.06.1989;2503.540039
14.06.1989;2503.360107
15.06.1989;2475
16.06.1989;2486.379883
19.06.1989;2479.889893
20.06.1989;2472.879883
21.06.1989;2464.909912
22.06.1989;2481.97998
23.06.1989;2531.870117
26.06.1989;2511.379883
27.06.1989;2526.370117
28.06.1989;2504.73999
29.06.1989;2458.27002
30.06.1989;2440.060059
03.07.1989;2452.77002
05.07.1989;2456.560059
06.07.1989;2462.439941
07.07.1989;2487.860107
10.07.1989;2502.659912
11.07.1989;2514.610107
12.07.1989;2532.629883
13.07.1989;2538.320068
14.07.1989;2554.820068
17.07.1989;2553.48999
18.07.1989;2544.76001
19.07.1989;2584.409912
20.07.1989;2575.48999
21.07.1989;2607.360107
24.07.1989;2584.97998
25.07.1989;2583.080078
26.07.1989;2613.050049
27.07.1989;2635.429932
28.07.1989;2635.23999
31.07.1989;2660.659912
01.08.1989;2641.120117
02.08.1989;2657.439941
03.08.1989;2661.610107
04.08.1989;2653.449951
07.08.1989;2694.98999
08.08.1989;2699.169922
09.08.1989;2686.080078
10.08.1989;2712.629883
11.08.1989;2683.98999
14.08.1989;2677.919922
15.08.1989;2687.780029
16.08.1989;2693.290039
17.08.1989;2679.629883
18.08.1989;2687.969971
21.08.1989;2647
22.08.1989;2650.98999
23.08.1989;2678.110107
24.08.1989;2734.639893
25.08.1989;2732.360107
28.08.1989;2743.360107
29.08.1989;2726.629883
30.08.1989;2728.149902
31.08.1989;2737.27002
01.09.1989;2752.090088
05.09.1989;2744.679932
06.09.1989;2719.790039
07.09.1989;2706.879883
08.09.1989;2709.540039
11.09.1989;2704.409912
12.09.1989;2707.26001
13.09.1989;2679.52002
14.09.1989;2664.889893
15.09.1989;2674.580078
18.09.1989;2687.5
19.09.1989;2687.310059
20.09.1989;2683.889893
21.09.1989;2680.280029
22.09.1989;2681.610107
25.09.1989;2659.189941
26.09.1989;2663.939941
27.09.1989;2673.060059
28.09.1989;2694.909912
29.09.1989;2692.820068
02.10.1989;2713.719971
03.10.1989;2754.560059
04.10.1989;2771.090088
05.10.1989;2773.560059
06.10.1989;2785.52002
09.10.1989;2791.409912
10.10.1989;2785.330078
11.10.1989;2773.360107
12.10.1989;2759.840088
13.10.1989;2569.26001
16.10.1989;2657.379883
17.10.1989;2638.72998
18.10.1989;2643.649902
19.10.1989;2683.199951
20.10.1989;2689.139893
23.10.1989;2662.909912
24.10.1989;2659.219971
25.10.1989;2653.280029
26.10.1989;2613.72998
27.10.1989;2596.719971
30.10.1989;2603.47998
31.10.1989;2645.080078
01.11.1989;2645.899902
02.11.1989;2631.560059
03.11.1989;2629.51001
06.11.1989;2582.169922
07.11.1989;2597.129883
08.11.1989;2623.360107
09.11.1989;2603.689941
10.11.1989;2625.610107
13.11.1989;2626.429932
14.11.1989;2610.25
15.11.1989;2632.580078
16.11.1989;2635.659912
17.11.1989;2652.659912
20.11.1989;2632.040039
21.11.1989;2639.290039
22.11.1989;2656.780029
24.11.1989;2675.550049
27.11.1989;2694.969971
28.11.1989;2702.01001
29.11.1989;2688.780029
30.11.1989;2706.27002
01.12.1989;2747.649902
04.12.1989;2753.629883
05.12.1989;2741.679932
06.12.1989;2736.77002
07.12.1989;2720.780029
08.12.1989;2731.439941
11.12.1989;2728.23999
12.12.1989;2752.129883
13.12.1989;2761.090088
14.12.1989;2753.629883
15.12.1989;2739.550049
18.12.1989;2697.530029
19.12.1989;2695.610107
20.12.1989;2687.929932
21.12.1989;2691.129883
22.12.1989;2711.389893
26.12.1989;2709.26001
27.12.1989;2724.399902
28.12.1989;2732.300049
29.12.1989;2753.199951
02.01.1990;2810.149902
03.01.1990;2809.72998
04.01.1990;2796.080078
05.01.1990;2773.25
08.01.1990;2794.370117
09.01.1990;2766
10.01.1990;2750.639893
11.01.1990;2760.669922
12.01.1990;2689.209961
15.01.1990;2669.370117
16.01.1990;2692.620117
17.01.1990;2659.129883
18.01.1990;2666.379883
19.01.1990;2677.899902
22.01.1990;2600.449951
23.01.1990;2615.320068
24.01.1990;2604.5
25.01.1990;2561.040039
26.01.1990;2559.22998
29.01.1990;2553.379883
30.01.1990;2543.23999
31.01.1990;2590.540039
01.02.1990;2586.26001
02.02.1990;2602.699951
05.02.1990;2622.52002
06.02.1990;2606.310059
07.02.1990;2640.090088
08.02.1990;2644.370117
09.02.1990;2648.199951
12.02.1990;2619.139893
13.02.1990;2624.100098
14.02.1990;2624.320068
15.02.1990;2649.550049
16.02.1990;2635.590088
20.02.1990;2596.850098
21.02.1990;2583.560059
22.02.1990;2574.77002
23.02.1990;2564.189941
26.02.1990;2602.47998
27.02.1990;2617.120117
28.02.1990;2627.25
01.03.1990;2635.590088
02.03.1990;2660.360107
05.03.1990;2649.550049
06.03.1990;2676.800049
07.03.1990;2669.590088
08.03.1990;2696.169922
09.03.1990;2683.330078
12.03.1990;2686.709961
13.03.1990;2674.550049
14.03.1990;2687.840088
15.03.1990;2695.719971
16.03.1990;2741.219971
19.03.1990;2755.629883
20.03.1990;2738.73999
21.03.1990;2727.929932
22.03.1990;2695.719971
23.03.1990;2704.280029
26.03.1990;2707.659912
27.03.1990;2736.939941
28.03.1990;2743.689941
29.03.1990;2727.699951
30.03.1990;2707.209961
02.04.1990;2700.449951
03.04.1990;2736.709961
04.04.1990;2719.370117
05.04.1990;2721.169922
06.04.1990;2717.120117
09.04.1990;2722.070068
